REF,REF_NAME,Total_INV_Q_COLIS,Month,Semaine,Monthly_INV_Q_COLIS,Previous Month Sales,Sales_Percentage
340053009,LIPT GREEN AGRUMES PET 1.25L (84X6),3869,2023-10,4.2024,5,2835.0,0
340053009,LIPT GREEN AGRUMES PET 1.25L (84X6),3869,2023-12,1.2024,2016,4620.0,43
340053009,LIPT GREEN AGRUMES PET 1.25L (84X6),3869,2024-02,9.2024,1848,1806.0,102
340053010,LIPT HERBAL HIBISCUS PET 1.25L (84X6),1006,2023-11,15.2024,82,756.0,10
340053010,LIPT HERBAL HIBISCUS PET 1.25L (84X6),1006,2023-12,3.2024,756,6089.0,12
340053010,LIPT HERBAL HIBISCUS PET 1.25L (84X6),1006,2024-02,14.2024,168,0.0,0
340053011,LIPT MANGUE PET 1.25L (84X6),1260,2024-01,7.2024,1260,525.0,240
340053012,LIPT HERBAL MENTHE PET 1.25L (84X6),12768,2023-12,2.2024,8064,2097.0,384
340053012,LIPT HERBAL MENTHE PET 1.25L (84X6),12768,2023-12,7.2024,84,6342.0,1
340053012,LIPT HERBAL MENTHE PET 1.25L (84X6),12768,2024-02,13.2024,4620,2604.0,177
340053013,LIPT GREEN ZERO CITRON PET 1.25L (84X6),12852,2023-11,6.2024,336,7091.0,4
340053013,LIPT GREEN ZERO CITRON PET 1.25L (84X6),12852,2023-12,2.2024,10416,3842.0,271
340053013,LIPT GREEN ZERO CITRON PET 1.25L (84X6),12852,2024-02,17.2024,2100,6320.0,33
340053014,LIPT GREEN WHITE PEACH PET 1.25L (84X6),1759,2023-10,8.2024,63,693.0,9
340053014,LIPT GREEN WHITE PEACH PET 1.25L (84X6),1759,2023-11,7.2024,16,2310.0,0
340053014,LIPT GREEN WHITE PEACH PET 1.25L (84X6),1759,2023-12,5.2024,924,7182.0,12
340053014,LIPT GREEN WHITE PEACH PET 1.25L (84X6),1759,2024-01,12.2024,756,15.0,5040
340053015,LIPT TROPICAL PET 1.25L (84X6),420,2024-03,15.2024,420,441.0,95
340053016,LIPT FRAMBOISE PET 1.25L (84X6),566,2023-09,2.2024,231,26019.0,0
340053016,LIPT FRAMBOISE PET 1.25L (84X6),566,2024-02,15.2024,252,2.0,12600
340053016,LIPT FRAMBOISE PET 1.25L (84X6),566,2024-03,17.2024,83,0.0,0
340053017,LIPT PASTEQUE MENTHE PET 1.25L (84X6),164,2023-09,7.2024,1,966.0,0
340053017,LIPT PASTEQUE MENTHE PET 1.25L (84X6),164,2023-10,8.2024,16,441.0,3
340053017,LIPT PASTEQUE MENTHE PET 1.25L (84X6),164,2024-02,11.2024,63,1906.0,3
340053017,LIPT PASTEQUE MENTHE PET 1.25L (84X6),164,2024-03,17.2024,84,0.0,0
340053018,LIPT FRAMB FLEUR CERISE PET 1.25L(84X6),2137,2023-09,1.2024,588,4977.0,11
340053018,LIPT FRAMB FLEUR CERISE PET 1.25L(84X6),2137,2024-01,10.2024,21,4704.0,0
340053018,LIPT FRAMB FLEUR CERISE PET 1.25L(84X6),2137,2024-02,16.2024,16,1134.0,1
340053018,LIPT FRAMB FLEUR CERISE PET 1.25L(84X6),2137,2024-03,17.2024,1512,588.0,257
340053019,LIPT PECHE PET 1.25L (2X180),524,2023-06,14.2024,8,1468.0,0
340053019,LIPT PECHE PET 1.25L (2X180),524,2023-07,1.2024,52,432.0,12
340053019,LIPT PECHE PET 1.25L (2X180),524,2023-11,2.2024,46,520.0,8
340053019,LIPT PECHE PET 1.25L (2X180),524,2023-12,12.2024,418,866.0,48
340053020,LIPT PECHE PET 1.75L (64X6),7513,2023-08,5.2024,2112,159984.0,1
340053020,LIPT PECHE PET 1.75L (64X6),7513,2023-10,4.2024,256,156408.0,0
340053020,LIPT PECHE PET 1.75L (64X6),7513,2023-10,7.2024,5056,93392.0,5
340053020,LIPT PECHE PET 1.75L (64X6),7513,2023-12,15.2024,57,132336.0,0
340053020,LIPT PECHE PET 1.75L (64X6),7513,2024-01,15.2024,32,132336.0,0
340053021,LIPT PECHE PET 1.75L FF (2X150),536,2024-01,5.2024,536,1244.0,43
340053117,DORITOS BOX NACHO CHEESE 170G+10% (4X88),10,2023-10,2.2024,10,2.0,500
340053124,LIPT PECHE PET 500MLX4 (54X6),242,2023-08,7.2024,27,17109.0,0
340053124,LIPT PECHE PET 500MLX4 (54X6),242,2023-11,11.2024,45,29313.0,0
340053124,LIPT PECHE PET 500MLX4 (54X6),242,2023-11,15.2024,22,39361.0,0
340053124,LIPT PECHE PET 500MLX4 (54X6),242,2023-12,7.2024,148,17109.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,1943-05,4.2024,120,107885.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,1943-07,9.2024,120,189801.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,2023-07,4.2024,120,107885.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,2023-09,1.2024,120,114324.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,2023-12,6.2024,65,142041.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,2024-02,11.2024,1640,190254.0,0
340053125,LIPT PECHE PET 500ML (120X12),3865,2024-03,15.2024,1680,144266.0,1
340053126,LIPT CIT CV PET 500ML (120X12),267,2023-09,4.2024,120,5495.0,2
340053126,LIPT CIT CV PET 500ML (120X12),267,2024-02,17.2024,147,11850.0,1
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2023-09,12.2024,97,73145.0,0
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2023-11,6.2024,75,74493.0,0
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2023-12,10.2024,45,104806.0,0
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2023-12,15.2024,135,4010.0,3
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2024-01,10.2024,92,104806.0,0
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2024-02,11.2024,3663,97849.0,3
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2024-02,14.2024,1924,20444.0,9
340053127,LIPT PECHE CAN 330MLX6 (99X4),6090,2024-03,17.2024,59,3581.0,1
340053128,LIPT PECHE CAN 330MLX6 (2X144),44,2023-11,17.2024,2,3168.0,0
340053128,LIPT PECHE CAN 330MLX6 (2X144),44,2023-12,15.2024,22,4032.0,0
340053128,LIPT PECHE CAN 330MLX6 (2X144),44,2024-04,17.2024,20,3168.0,0
340053129,LIPT PECHE CAN 330MLX12 FS (99X2),98,2023-12,13.2024,98,14553.0,0
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-09,1.2024,8347,15711.0,53
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-10,1.2024,9944,15711.0,63
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-10,11.2024,22,28510.0,0
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-10,15.2024,22,67365.0,0
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-11,1.2024,28758,15711.0,183
340053134,LIPT PECHE VP 250ML (77X24),68274,2023-12,4.2024,21181,19987.0,105
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,1943-10,10.2024,11,3904.0,0
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2023-09,2.2024,11,4378.0,0
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2023-09,5.2024,22,6479.0,0
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2023-10,1.2024,4081,3146.0,129
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2023-11,5.2024,11,6479.0,0
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2024-01,7.2024,44,3718.0,1
340053135,LIPT PECHE PET 200MLX4 (77X6),4257,2024-04,17.2024,77,33.0,233
340053136,LIPT PECHE CAN 150MLX12 (180X2),8291,2023-09,1.2024,2520,17892.0,14
340053136,LIPT PECHE CAN 150MLX12 (180X2),8291,2023-09,2.2024,5580,17520.0,31
340053136,LIPT PECHE CAN 150MLX12 (180X2),8291,2023-12,15.2024,12,36648.0,0
340053136,LIPT PECHE CAN 150MLX12 (180X2),8291,2024-05,6.2024,179,20628.0,0
340053137,LIPT PECHE PET 250MLX6 (88X4),824,2023-09,5.2024,66,20152.0,0
340053137,LIPT PECHE PET 250MLX6 (88X4),824,2023-09,6.2024,88,16896.0,0
340053137,LIPT PECHE PET 250MLX6 (88X4),824,2023-10,9.2024,54,12584.0,0
340053137,LIPT PECHE PET 250MLX6 (88X4),824,2024-01,8.2024,528,10912.0,4
340053137,LIPT PECHE PET 250MLX6 (88X4),824,2024-03,16.2024,88,31866.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-06,4.2024,98,116594.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-09,1.2024,304,144576.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-09,3.2024,183,124031.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-09,5.2024,93,157149.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-10,7.2024,268,247490.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-11,10.2024,86,404290.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2023-12,9.2024,751,346076.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2024-01,13.2024,1487,247927.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2024-02,14.2024,960,208158.0,0
340053138,LIPT PECHE SLK CAN 330ML (99X24),4307,2024-05,12.2024,77,329532.0,0
340053139,LIPT CIT CV SLK CAN 330ML (99X24),385,2023-12,13.2024,33,0.0,0
340053139,LIPT CIT CV SLK CAN 330ML (99X24),385,2024-02,16.2024,352,0.0,0
340053140,LIPT PECHE CAN 330ML (99X24),33,2024-02,17.2024,33,10647.0,0
340053141,LIPT PECHE PET 1.25LX4 FF (X120),168,2023-11,1.2024,126,11760.0,1
340053141,LIPT PECHE PET 1.25LX4 FF (X120),168,2023-12,1.2024,3,11760.0,0
340053141,LIPT PECHE PET 1.25LX4 FF (X120),168,2024-01,9.2024,39,201240.0,0
340053142,LIPT PECHE PET 1.25LX4 FF (2X45),40,2024-01,10.2024,40,408.0,9
340053143,LIPT ZERO PECHE PET 1.25LX4 FF (2X60),150,2023-12,8.2024,26,102.0,25
340053143,LIPT ZERO PECHE PET 1.25LX4 FF (2X60),150,2024-01,3.2024,100,120.0,83
340053143,LIPT ZERO PECHE PET 1.25LX4 FF (2X60),150,2024-02,12.2024,24,82.0,29
340053144,LIPT GRN CV MENTHE PET 1.25LX4 FF (2X60),286,2023-10,3.2024,90,1.983,4538
340053144,LIPT GRN CV MENTHE PET 1.25LX4 FF (2X60),286,2023-12,6.2024,14,62.0,22
340053144,LIPT GRN CV MENTHE PET 1.25LX4 FF (2X60),286,2024-02,14.2024,182,0.0,0
340053145,LIPT CIT CV PET 1.25LX4 FF (2X60),348,2023-10,2.2024,64,8.0,800
340053145,LIPT CIT CV PET 1.25LX4 FF (2X60),348,2024-01,9.2024,108,116.0,93
340053145,LIPT CIT CV PET 1.25LX4 FF (2X60),348,2024-02,9.2024,176,116.0,151
340053146,LIPT FRAMBOISE PET 1.25LX4 FF (2X60),34,2023-10,15.2024,12,6.0,200
340053146,LIPT FRAMBOISE PET 1.25LX4 FF (2X60),34,2024-02,15.2024,22,6.0,366
340053151,LIPT PECHE PET 1.25LX6 10% OFT (X84),4,2023-08,11.2024,2,0.0,0
340053151,LIPT PECHE PET 1.25LX6 10% OFT (X84),4,2023-11,11.2024,2,0.0,0
340053152,LIPT CCV PET 1.25LX6 10% OFT (X84),112,2023-06,2.2024,2,2772.0,0
340053152,LIPT CCV PET 1.25LX6 10% OFT (X84),112,2023-10,1.2024,51,3864.0,1
340053152,LIPT CCV PET 1.25LX6 10% OFT (X84),112,2024-01,13.2024,59,0.0,0
340053154,LIPT PECHE PET 1.75LX4 (X96),281,2023-09,2.2024,30,3456.0,0
340053154,LIPT PECHE PET 1.75LX4 (X96),281,2023-09,4.2024,16,2016.0,0
340053154,LIPT PECHE PET 1.75LX4 (X96),281,2024-01,10.2024,91,38784.0,0
340053154,LIPT PECHE PET 1.75LX4 (X96),281,2024-02,12.2024,144,36576.0,0
340053156,LIPT ZERO PECHE PET 1.25LX6 10% (X84),94,2023-10,1.2024,32,13440.0,0
340053156,LIPT ZERO PECHE PET 1.25LX6 10% (X84),94,2023-12,7.2024,18,168.0,10
340053156,LIPT ZERO PECHE PET 1.25LX6 10% (X84),94,2024-02,16.2024,44,168.0,26
340053157,LIPT PECHE CAN 330MLX24 10% (X99),76,2023-09,11.2024,2,2772.0,0
340053157,LIPT PECHE CAN 330MLX24 10% (X99),76,2023-09,2.2024,51,8910.0,0
340053157,LIPT PECHE CAN 330MLX24 10% (X99),76,2023-09,4.2024,16,10494.0,0
340053157,LIPT PECHE CAN 330MLX24 10% (X99),76,2023-12,6.2024,1,9108.0,0
340053157,LIPT PECHE CAN 330MLX24 10% (X99),76,2024-02,9.2024,6,5544.0,0
340053158,LIPT ZERO PECHE CAN 330MLX24 10% (X99),9,2023-11,7.2024,9,0.0,0
340053159,LIPTONIC ORIG CAN 330MLX24 10% (X99),159,2023-09,1.2024,159,99.0,160
340053232,LAYS CHIPS NATURE 25GX6 (12X16),460,2023-08,2.2024,396,9117.0,4
340053232,LAYS CHIPS NATURE 25GX6 (12X16),460,2023-10,14.2024,8,16604.0,0
340053232,LAYS CHIPS NATURE 25GX6 (12X16),460,2024-02,15.2024,32,18813.0,0
340053232,LAYS CHIPS NATURE 25GX6 (12X16),460,2024-03,15.2024,24,18813.0,0
340053233,LAYS CHIPS NATURE 25GX6 EX (24X16),37,2023-09,4.2024,2,416.0,0
340053233,LAYS CHIPS NATURE 25GX6 EX (24X16),37,2023-12,16.2024,35,491.0,7
340053289,LIPT PECHE CAN 330MLX12 FS (2X88),208,2024-02,14.2024,8,74.0,10
340053289,LIPT PECHE CAN 330MLX12 FS (2X88),208,2024-03,17.2024,200,0.0,0
340053307,DORITOS MIX BBQ&SW CH 170G+10% (4X88),484,2023-09,1.2024,328,64.0,512
340053307,DORITOS MIX BBQ&SW CH 170G+10% (4X88),484,2023-09,2.2024,152,64.0,237
340053307,DORITOS MIX BBQ&SW CH 170G+10% (4X88),484,2023-09,4.2024,4,396.0,1
340053447,LAYS CHIPS NATURE 250G (24X15),13,1943-06,1.2024,2,0.0,0
340053447,LAYS CHIPS NATURE 250G (24X15),13,2023-10,5.2024,11,2.0,550
340053449,LAYS CHIPS NATURE 370G (20X12),257,2023-07,2.2024,57,100.0,56
340053449,LAYS CHIPS NATURE 370G (20X12),257,2023-09,1.2024,40,0.0,0
340053449,LAYS CHIPS NATURE 370G (20X12),257,2023-09,2.2024,100,100.0,100
340053449,LAYS CHIPS NATURE 370G (20X12),257,2023-10,1.2024,60,0.0,0
340053494,LAYS CHIPS NATURE 135G (16X20),96,2023-08,2.2024,32,9.0,355
340053494,LAYS CHIPS NATURE 135G (16X20),96,2023-09,2.2024,48,9.0,533
340053494,LAYS CHIPS NATURE 135G (16X20),96,2023-10,3.2024,16,89.0,17
340053613,LIPT PECHE PET 1.75L (DP32X6),52,2023-08,11.2024,52,87680.0,0
340053616,LIPT PECHE CAN 330MLX6 (DP44X4),45,2023-07,9.2024,44,15136.0,0
340053616,LIPT PECHE CAN 330MLX6 (DP44X4),45,2023-12,6.2024,1,9328.0,0
340053617,LIPT PECHE CAN 330MLX24 10% (DP44),2,2023-12,16.2024,2,0.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2023-10,1.2024,79,7392.0,1
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2023-11,1.2024,35,7392.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2023-12,1.2024,14,7392.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2023-12,8.2024,28,8204.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-02,16.2024,2,9522.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-02,17.2024,6,7868.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-03,14.2024,28,10306.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-03,15.2024,39,11034.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-03,17.2024,60,7868.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-04,15.2024,40,11034.0,0
340053748,LAYS PAY NATURE ALDI 155G (28X20),358,2024-06,16.2024,27,9522.0,0
340053774,LAYS CHIPS NATURE ALDI 135G (28X20),499,2023-09,3.2024,84,20.0,420
340053774,LAYS CHIPS NATURE ALDI 135G (28X20),499,2023-10,4.2024,364,104.0,350
340053774,LAYS CHIPS NATURE ALDI 135G (28X20),499,2023-11,4.2024,51,104.0,49
340054038,PEPSI REG PET 1.5L (2X180),134,2023-09,1.2024,20,236.0,8
340054038,PEPSI REG PET 1.5L (2X180),134,2023-09,2.2024,30,262.0,11
340054038,PEPSI REG PET 1.5L (2X180),134,2023-10,9.2024,6,244.0,2
340054038,PEPSI REG PET 1.5L (2X180),134,2024-01,7.2024,66,294.0,22
340054038,PEPSI REG PET 1.5L (2X180),134,2024-02,15.2024,12,492.0,2
340054039,PEPSI REG PET 1.5L (84X6),4300,1943-08,10.2024,2,195301.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,1943-09,13.2024,336,178862.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,2023-08,4.2024,2,171506.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,2023-09,6.2024,336,155588.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,2023-10,9.2024,14,173146.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,2023-12,8.2024,3484,163086.0,2
340054039,PEPSI REG PET 1.5L (84X6),4300,2024-01,10.2024,21,195301.0,0
340054039,PEPSI REG PET 1.5L (84X6),4300,2024-02,13.2024,105,178862.0,0
340054041,PEPSI REG PET 1.5LX4 FF (2X45),202,2023-11,1.2024,54,48600.0,0
340054041,PEPSI REG PET 1.5LX4 FF (2X45),202,2023-12,12.2024,136,24030.0,0
340054041,PEPSI REG PET 1.5LX4 FF (2X45),202,2024-01,16.2024,4,11070.0,0
340054041,PEPSI REG PET 1.5LX4 FF (2X45),202,2024-02,15.2024,8,14400.0,0
340054042,PEPSI REG PET 1.5LX5+1 MF (X84),31,2023-08,6.2024,31,0.0,0
340054043,PEPSI REG PET 1L (125X6),729,2023-08,14.2024,434,32376.0,1
340054043,PEPSI REG PET 1L (125X6),729,2023-10,2.2024,123,14200.0,0
340054043,PEPSI REG PET 1L (125X6),729,2024-01,7.2024,50,17995.0,0
340054043,PEPSI REG PET 1L (125X6),729,2024-03,9.2024,122,7873.0,1
340054181,LAYS 3D BACON 135G (32X22),6641,2023-10,7.2024,32,0.0,0
340054181,LAYS 3D BACON 135G (32X22),6641,2023-11,2.2024,6051,0.0,0
340054181,LAYS 3D BACON 135G (32X22),6641,2023-12,3.2024,29,0.0,0
340054181,LAYS 3D BACON 135G (32X22),6641,2024-02,12.2024,309,23.0,1343
340054181,LAYS 3D BACON 135G (32X22),6641,2024-03,13.2024,220,23.0,956
340054182,LAYS 3D NATURE 135G (32X22),5803,2023-10,12.2024,16,3818.0,0
340054182,LAYS 3D NATURE 135G (32X22),5803,2023-10,2.2024,96,0.0,0
340054182,LAYS 3D NATURE 135G (32X22),5803,2023-11,3.2024,4011,0.0,0
340054182,LAYS 3D NATURE 135G (32X22),5803,2024-01,13.2024,403,106.0,380
340054182,LAYS 3D NATURE 135G (32X22),5803,2024-01,3.2024,1184,0.0,0
340054182,LAYS 3D NATURE 135G (32X22),5803,2024-01,5.2024,29,0.0,0
340054182,LAYS 3D NATURE 135G (32X22),5803,2024-01,6.2024,64,0.0,0
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,1943-10,10.2024,2,13575.0,0
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-10,1.2024,3619,7613.0,47
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-10,2.2024,31,7997.0,0
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-11,1.2024,3486,7613.0,45
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-11,7.2024,6652,12352.0,53
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-12,12.2024,64,13157.0,0
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2023-12,8.2024,32,13312.0,0
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2024-02,12.2024,3276,13157.0,24
340054269,LAYS 3D NATURE&BACON 135G (32X1),18914,2024-03,14.2024,1752,18494.0,9
340054274,PEPSI REG PET 500ML (108X12),310,1943-10,10.2024,47,57666.0,0
340054274,PEPSI REG PET 500ML (108X12),310,2023-09,3.2024,108,49506.0,0
340054274,PEPSI REG PET 500ML (108X12),310,2023-10,2.2024,47,52556.0,0
340054274,PEPSI REG PET 500ML (108X12),310,2023-10,9.2024,108,53948.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-08,14.2024,61,52445.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-09,15.2024,99,57527.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-10,6.2024,41,54807.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-10,7.2024,171,59245.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-11,12.2024,87,63621.0,0
340054275,PEPSI REG SLK CAN 330ML (99X24),492,2023-12,13.2024,33,50949.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-08,1.2024,291,164922.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-08,3.2024,173,80862.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-08,4.2024,374,64842.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-09,2.2024,1162,130668.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-09,6.2024,558,28305.0,1
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-10,2.2024,196,130668.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-10,3.2024,1346,80862.0,1
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-11,9.2024,580,50490.0,1
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-12,11.2024,439,55143.0,0
340054276,PEPSI REG CAN 330ML (99X24),5175,2023-12,8.2024,56,49302.0,0
340054277,PEPSI REG CAN 330MLX6 (99X4),1214,2023-11,13.2024,99,10342.0,0
340054277,PEPSI REG CAN 330MLX6 (99X4),1214,2023-12,8.2024,81,15687.0,0
340054277,PEPSI REG CAN 330MLX6 (99X4),1214,2024-01,15.2024,1034,7967.0,12
340054285,LAYS CHIPS BBQ 200G (36X12),3917,1943-08,1.2024,3,44.0,6
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-07,1.2024,14,44.0,31
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-08,1.2024,70,44.0,159
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-09,4.2024,123,526.0,23
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-10,1.2024,99,44.0,225
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-10,2.2024,33,44.0,75
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-10,3.2024,226,438.0,51
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-11,2.2024,342,44.0,777
340054285,LAYS CHIPS BBQ 200G (36X12),3917,2023-11,5.2024,3007,1719.0,174
340054286,LAYS CHIPS POULET 200G (36X12),217,1943-07,1.2024,1,99.0,1
340054286,LAYS CHIPS POULET 200G (36X12),217,2023-09,4.2024,24,195.0,12
340054286,LAYS CHIPS POULET 200G (36X12),217,2023-10,2.2024,169,99.0,170
340054286,LAYS CHIPS POULET 200G (36X12),217,2023-10,5.2024,23,168.0,13
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-07,2.2024,2,11013.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-09,3.2024,70,11040.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-10,5.2024,45,12012.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-10,6.2024,19,13579.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-12,10.2024,21,10685.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-12,3.2024,7,11040.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-12,4.2024,42,11130.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2023-12,9.2024,12,11665.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-01,11.2024,20,11597.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-01,6.2024,47,13579.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-01,7.2024,40,11766.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-02,12.2024,39,11397.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-03,13.2024,28,11758.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-03,16.2024,19,17753.0,0
340054348,LAYS PAY NATURE HD 295G (20X15),418,2024-03,17.2024,7,18730.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-10,7.2024,11,3131.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-11,4.2024,103,2400.0,4
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-11,5.2024,24,2664.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-12,1.2024,18,5040.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-12,3.2024,29,2928.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-12,6.2024,36,3312.0,1
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2023-12,7.2024,17,3131.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-01,7.2024,5,3131.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-01,8.2024,32,3539.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-02,11.2024,22,3459.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-02,13.2024,18,1646.0,1
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-02,15.2024,63,227.0,27
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-02,8.2024,24,3539.0,0
340054349,LAYS CHIPS POULET HD 250G (24X15),762,2024-03,15.2024,360,227.0,158
340054350,DORITOS NACHO CHEESE HD 230GR (24x18),136,2023-09,2.2024,16,62.0,25
340054350,DORITOS NACHO CHEESE HD 230GR (24x18),136,2023-10,1.2024,46,16.0,287
340054350,DORITOS NACHO CHEESE HD 230GR (24x18),136,2023-10,6.2024,31,0.0,0
340054350,DORITOS NACHO CHEESE HD 230GR (24x18),136,2023-11,3.2024,43,62.0,69
340054361,LIPT PECHE VP 250ML AUSTRIA (70X24),7418,2023-08,2.2024,188,1078.0,17
340054361,LIPT PECHE VP 250ML AUSTRIA (70X24),7418,2023-11,2.2024,1910,1078.0,177
340054361,LIPT PECHE VP 250ML AUSTRIA (70X24),7418,2023-12,5.2024,5320,0.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-10,1.2024,43,13656.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-10,4.2024,60,12578.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-11,5.2024,237,11810.0,2
