REF,REF_NAME,Total_INV_Q_COLIS,Month,Semaine,Monthly_INV_Q_COLIS,Previous Month Sales,Sales_Percentage
340017153,B&N CAC GR À SEC  120G (75X24),152,1942-09,1.2024,33,7148.0,0
340017153,B&N CAC GR À SEC  120G (75X24),152,2024-02,16.2024,119,12315.0,0
340017155,B&N CAC GR À SEC  320G (32X24),26,2023-09,9.2024,26,3272.0,0
340017387,B&N CAC GR À SEC  320G+10% (32X24),1462,2023-05,1.2024,8,96.0,8
340017387,B&N CAC GR À SEC  320G+10% (32X24),1462,2023-12,11.2024,82,64.0,128
340017387,B&N CAC GR À SEC  320G+10% (32X24),1462,2024-01,7.2024,546,8.0,6825
340017387,B&N CAC GR À SEC  320G+10% (32X24),1462,2024-03,14.2024,738,448.0,164
340017387,B&N CAC GR À SEC  320G+10% (32X24),1462,2024-03,16.2024,88,352.0,25
340017455,B&N TW MEXIC 150G (48X20),59,2023-05,1.2024,12,1.0,1200
340017455,B&N TW MEXIC 150G (48X20),59,2023-09,17.2024,47,0.0,0
340017457,B&N TW BACON 150G (48X20),37,2023-09,15.2024,36,0.0,0
340017457,B&N TW BACON 150G (48X20),37,2023-10,7.2024,1,0.0,0
340017458,B&N TW SEL 150G (48X20),2,2023-09,16.2024,2,0.0,0
340017459,B&N TW BBQ 150G (48X20),47,2023-10,12.2024,47,0.0,0
340017492,B&N MÉLANGE GR À SEC 100G (75X24),13,2023-12,15.2024,13,2627.0,0
340017497,B&N CAC GR ÀSEC  100GX3 (60X12),44,1943-08,10.2024,1,1313.0,0
340017497,B&N CAC GR ÀSEC  100GX3 (60X12),44,2023-08,4.2024,42,1113.0,3
340017497,B&N CAC GR ÀSEC  100GX3 (60X12),44,2023-08,6.2024,1,1109.0,0
340017533,B&N CAC GR SALÉES  220G (48X24),131,2023-03,1.2024,96,17295.0,0
340017533,B&N CAC GR SALÉES  220G (48X24),131,2023-10,1.2024,35,17295.0,0
340017546,B&N CAC GR SALÉES  220GX2 OS (48X12),740,2023-11,12.2024,740,612.0,120
340017547,B&N CAC GR À SEC  163GX2 OS (48X12),39,2023-08,3.2024,7,2784.0,0
340017547,B&N CAC GR À SEC  163GX2 OS (48X12),39,2023-10,8.2024,32,0.0,0
340017573,B&N PISTACHE SEL 125G (60X24),94,1942-09,1.2024,22,0.0,0
340017573,B&N PISTACHE SEL 125G (60X24),94,1943-08,10.2024,6,60.0,10
340017573,B&N PISTACHE SEL 125G (60X24),94,2023-08,3.2024,66,22.0,300
340017911,B&N BOX 108U GAS163G GS220G X2OS (4X108),24,2023-08,5.2024,23,0.0,0
340017911,B&N BOX 108U GAS163G GS220G X2OS (4X108),24,2023-10,6.2024,1,0.0,0
340017917,LAYS CHIPS NATURE 25G EX (96X24),31,2023-10,3.2024,21,0.0,0
340017917,LAYS CHIPS NATURE 25G EX (96X24),31,2023-11,2.2024,10,0.0,0
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2023-11,4.2024,1610,6789.0,23
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2023-12,2.2024,25,14119.0,0
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2023-12,3.2024,555,14751.0,3
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2023-12,9.2024,597,12484.0,4
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2024-01,9.2024,294,12484.0,2
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2024-02,15.2024,57,2116.0,2
340017926,LAYS CHIPS BBQ 27.5G EX (96X24),3796,2024-03,14.2024,658,3992.0,16
340017929,LAYS CHIPS EMMENTAL 145G EX (32X20),64,2023-11,6.2024,64,0.0,0
340017930,LAYS CHIPS BBQ 45G EX (96X20),8,2023-11,14.2024,8,0.0,0
340017932,LAYS ANC JAMBON FUMÉ 120G EX (32X20),1,2022-11,2.2024,1,0.0,0
340017938,LAYS CHIPS POULET 145G EX (32X20),48,2023-10,8.2024,32,0.0,0
340017938,LAYS CHIPS POULET 145G EX (32X20),48,2023-11,12.2024,16,32.0,50
340017939,LAYS CHIPS POULET 45G EX (96X20),321,2023-07,1.2024,60,0.0,0
340017939,LAYS CHIPS POULET 45G EX (96X20),321,2023-11,3.2024,261,0.0,0
340017940,LAYS ANC MOUTARDE 120G EX (32X20),1,2022-05,2.2024,1,0.0,0
340017942,LAYS CHIPS BOLOGNAISE 27.5G EX (96X24),1,2022-12,2.2024,1,6.0,16
340017947,LAYS SPICY 145G EX (32X20),1,2023-05,2.2024,1,0.0,0
340017955,LAYS CHIPS EMMENTAL 75G EX (80X15),313,2023-12,14.2024,43,0.0,0
340017955,LAYS CHIPS EMMENTAL 75G EX (80X15),313,2024-01,14.2024,270,0.0,0
340017967,LAYS CHIPS NATURE 75G (40X15),55,1943-11,10.2024,27,1.0,2700
340017967,LAYS CHIPS NATURE 75G (40X15),55,2023-10,6.2024,1,0.0,0
340017967,LAYS CHIPS NATURE 75G (40X15),55,2023-11,6.2024,27,0.0,0
340017968,LAYS ANC NATURE 75G (40X15),272,2023-12,10.2024,32,5128.0,0
340017968,LAYS ANC NATURE 75G (40X15),272,2023-12,7.2024,80,7088.0,1
340017968,LAYS ANC NATURE 75G (40X15),272,2024-01,8.2024,160,5616.0,2
340017978,LAYS CHIPS NATURE 45G (48X20),1236,1943-09,9.2024,48,112.0,42
340017978,LAYS CHIPS NATURE 45G (48X20),1236,1943-11,10.2024,258,144.0,179
340017978,LAYS CHIPS NATURE 45G (48X20),1236,1943-11,9.2024,192,112.0,171
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-09,8.2024,80,57.0,140
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-10,12.2024,48,598.0,8
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-10,2.2024,46,0.0,0
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-11,1.2024,240,0.0,0
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-11,7.2024,258,57.0,452
340017978,LAYS CHIPS NATURE 45G (48X20),1236,2023-11,9.2024,66,112.0,58
340017979,LAYS ANC NATURE 45G (48X20),115,2023-11,10.2024,18,8205.0,0
340017979,LAYS ANC NATURE 45G (48X20),115,2023-12,2.2024,96,7650.0,1
340017979,LAYS ANC NATURE 45G (48X20),115,2024-02,17.2024,1,12322.0,0
340017980,LAYS CHIPS NATURE 145G (16X20),308,1943-10,10.2024,8,158.0,5
340017980,LAYS CHIPS NATURE 145G (16X20),308,1943-11,10.2024,1,158.0,0
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-09,4.2024,16,16.0,100
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-10,3.2024,47,0.0,0
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-10,4.2024,4,16.0,25
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-11,2.2024,41,0.0,0
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-11,4.2024,94,16.0,587
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-11,7.2024,1,222.0,0
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-11,8.2024,48,206.0,23
340017980,LAYS CHIPS NATURE 145G (16X20),308,2023-11,9.2024,48,158.0,30
340017981,LAYS ANC NATURE 145G (16X20),24,1942-08,1.2024,16,0.0,0
340017981,LAYS ANC NATURE 145G (16X20),24,1942-11,1.2024,8,0.0,0
340017996,LAYS NATURE 300G (12X15),38,1942-08,1.2024,36,0.0,0
340017996,LAYS NATURE 300G (12X15),38,2023-03,2.2024,2,0.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-08,1.2024,39,7875.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-09,1.2024,49,7875.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-10,2.2024,10,6991.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-10,4.2024,56,9305.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-10,5.2024,74,11360.0,0
340018003,LAYS CHIPS BBQ 75G (40X15),232,2023-11,4.2024,4,9305.0,0
340018004,LAYS CHIPS EMMENTAL 145G (16X20),1311,1943-11,10.2024,12,4287.0,0
340018004,LAYS CHIPS EMMENTAL 145G (16X20),1311,2023-11,4.2024,496,1876.0,26
340018004,LAYS CHIPS EMMENTAL 145G (16X20),1311,2023-12,5.2024,803,2127.0,37
340018008,LAYS CHIPS BBQ 45G (48X20),156,1942-11,1.2024,12,25787.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,1943-03,1.2024,25,25787.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,1943-04,1.2024,96,25787.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,2023-02,2.2024,1,25586.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,2023-12,15.2024,12,29745.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,2024-02,17.2024,1,12340.0,0
340018008,LAYS CHIPS BBQ 45G (48X20),156,2024-03,15.2024,9,29745.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1942-11,1.2024,2,10378.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1942-11,14.2024,8,8369.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1943-06,1.2024,15,10378.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1943-07,1.2024,1,10378.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1943-11,10.2024,4,10134.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,1943-11,9.2024,14,10232.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2022-11,3.2024,32,7407.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2023-11,1.2024,14,10378.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2023-11,11.2024,1429,8894.0,16
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2023-11,2.2024,4,8066.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2023-12,4.2024,62,8343.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2024-02,12.2024,16,8883.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2024-02,16.2024,15,6809.0,0
340018009,LAYS CHIPS BBQ 145G (16X20),1632,2024-04,17.2024,16,3829.0,0
340018018,LAYS CHIPS POULET 75G (40X15),2672,1943-09,10.2024,8,6394.0,0
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-04,3.2024,39,4887.0,0
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-07,1.2024,38,4511.0,0
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-09,3.2024,8,4887.0,0
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-10,1.2024,2451,4511.0,54
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-10,2.2024,64,3815.0,1
340018018,LAYS CHIPS POULET 75G (40X15),2672,2023-10,6.2024,64,7920.0,0
340018021,LAYS CHIPS POULET 145G (16X20),740,2024-01,6.2024,704,4466.0,15
340018021,LAYS CHIPS POULET 145G (16X20),740,2024-03,17.2024,36,1549.0,2
340018023,LAYS CHIPS POULET 45G (48X20),152,2023-10,1.2024,144,6106.0,2
340018023,LAYS CHIPS POULET 45G (48X20),152,2024-03,16.2024,8,4035.0,0
340018034,LAYS CHIPS BOLOGNAISE 45G (48X20),713,2023-10,1.2024,96,2755.0,3
340018034,LAYS CHIPS BOLOGNAISE 45G (48X20),713,2024-04,17.2024,617,0.0,0
340018035,LAYS CHIPS BOLOGNAISE 145G (16X20),136,2023-10,2.2024,16,1422.0,1
340018035,LAYS CHIPS BOLOGNAISE 145G (16X20),136,2023-11,3.2024,32,1418.0,2
340018035,LAYS CHIPS BOLOGNAISE 145G (16X20),136,2024-01,16.2024,88,1131.0,7
340018039,LAYS PICKLES 220G (12X15),1,2023-03,2.2024,1,0.0,0
340018048,LAYS MAX NATURE 145G (16X20),29,1942-08,1.2024,28,1320.0,2
340018048,LAYS MAX NATURE 145G (16X20),29,2022-12,2.2024,1,1720.0,0
340018067,LAYS AU FOUR NATURE 130G (16X24),32,2024-02,10.2024,16,13748.0,0
340018067,LAYS AU FOUR NATURE 130G (16X24),32,2024-03,16.2024,16,23673.0,0
340018069,CHEETOS FROMAGE 75G (32X12),179,2023-11,4.2024,3,32344.0,0
340018069,CHEETOS FROMAGE 75G (32X12),179,2024-01,12.2024,161,43567.0,0
340018069,CHEETOS FROMAGE 75G (32X12),179,2024-01,14.2024,15,50626.0,0
340019222,LIPT PECHE PET 1.5L (84X6),3276,2023-06,1.2024,3276,0.0,0
340019229,LIPT PECHE CAN 330ML (99X24),954,1942-05,1.2024,35,0.0,0
340019229,LIPT PECHE CAN 330ML (99X24),954,1943-05,9.2024,54,495.0,10
340019229,LIPT PECHE CAN 330ML (99X24),954,1943-06,9.2024,158,495.0,31
340019229,LIPT PECHE CAN 330ML (99X24),954,2023-05,5.2024,54,35.0,154
340019229,LIPT PECHE CAN 330ML (99X24),954,2023-06,2.2024,653,0.0,0
340019232,LIPT PECHE VP 250ML (77X24),142,1942-06,4.2024,72,0.0,0
340019232,LIPT PECHE VP 250ML (77X24),142,2023-06,2.2024,70,0.0,0
340019252,GATORADE CITRON PET 500ML (120X12),306,1942-12,1.2024,69,1205.0,5
340019252,GATORADE CITRON PET 500ML (120X12),306,2023-05,1.2024,60,1205.0,4
340019252,GATORADE CITRON PET 500ML (120X12),306,2024-01,12.2024,97,400.0,24
340019252,GATORADE CITRON PET 500ML (120X12),306,2024-03,15.2024,80,600.0,13
340019253,GATORADE ORANGE PET 500ML (120X12),130,2023-10,6.2024,30,780.0,3
340019253,GATORADE ORANGE PET 500ML (120X12),130,2024-02,15.2024,80,330.0,24
340019253,GATORADE ORANGE PET 500ML (120X12),130,2024-03,15.2024,20,330.0,6
340019254,GATORADE RED ORANGE PET 500ML (120X12),246,1943-05,10.2024,60,1200.0,5
340019254,GATORADE RED ORANGE PET 500ML (120X12),246,2023-05,8.2024,60,1040.0,5
340019254,GATORADE RED ORANGE PET 500ML (120X12),246,2023-07,14.2024,126,960.0,13
340019255,GATORADE COOL BLUE PET 500ML (120X12),1,1943-05,7.2024,1,4359.0,0
340019270,LIPT PECHE CAN 150MLX12 (180X2),22,1943-06,10.2024,11,0.0,0
340019270,LIPT PECHE CAN 150MLX12 (180X2),22,2023-06,5.2024,11,0.0,0
340019296,LIPT PECHE PET 500MLX4 (54X6),108,2023-07,5.2024,108,0.0,0
340019307,LIPT PECHE PET 2L FF (64X6),1162,1943-05,9.2024,192,0.0,0
340019307,LIPT PECHE PET 2L FF (64X6),1162,2023-01,7.2024,5,768.0,0
340019307,LIPT PECHE PET 2L FF (64X6),1162,2023-05,7.2024,197,768.0,25
340019307,LIPT PECHE PET 2L FF (64X6),1162,2023-06,3.2024,768,3072.0,25
340019578,LIPTONIC ORIG CAN 330MLX6 (99X4),219,1942-05,1.2024,99,38628.0,0
340019578,LIPTONIC ORIG CAN 330MLX6 (99X4),219,1943-05,10.2024,1,2615.0,0
340019578,LIPTONIC ORIG CAN 330MLX6 (99X4),219,2023-05,6.2024,1,11519.0,0
340019578,LIPTONIC ORIG CAN 330MLX6 (99X4),219,2023-09,5.2024,118,12716.0,0
340019705,KAS CITRON PET 1.5L (84X6),569,1943-03,1.2024,5,1365.0,0
340019705,KAS CITRON PET 1.5L (84X6),569,1943-09,9.2024,61,336.0,18
340019705,KAS CITRON PET 1.5L (84X6),569,2023-08,3.2024,21,4100.0,0
340019705,KAS CITRON PET 1.5L (84X6),569,2023-09,1.2024,252,1365.0,18
340019705,KAS CITRON PET 1.5L (84X6),569,2023-12,7.2024,84,2184.0,3
340019705,KAS CITRON PET 1.5L (84X6),569,2024-03,17.2024,146,5229.0,2
340019733,MIRINDA ORANGE CAN 330ML (99X24),224,2023-12,8.2024,197,12222.0,1
340019733,MIRINDA ORANGE CAN 330ML (99X24),224,2024-03,15.2024,27,2466.0,1
340019735,MIRINDA ORANGE PET 2L (64X6),2767,1943-04,1.2024,191,3632.0,5
340019735,MIRINDA ORANGE PET 2L (64X6),2767,2024-01,10.2024,640,16912.0,3
340019735,MIRINDA ORANGE PET 2L (64X6),2767,2024-01,6.2024,272,6655.0,4
340019735,MIRINDA ORANGE PET 2L (64X6),2767,2024-02,13.2024,1664,14288.0,11
340019736,MIRINDA FRAISE PET 2L (64X6),1085,1943-02,1.2024,63,128.0,49
340019736,MIRINDA FRAISE PET 2L (64X6),1085,1943-08,9.2024,31,160.0,19
340019736,MIRINDA FRAISE PET 2L (64X6),1085,2023-08,2.2024,415,384.0,108
340019736,MIRINDA FRAISE PET 2L (64X6),1085,2023-10,5.2024,448,319.0,140
340019736,MIRINDA FRAISE PET 2L (64X6),1085,2023-10,9.2024,128,160.0,80
340019738,MIRINDA TROPICAL PET 2L (64X6),958,1943-04,1.2024,64,128.0,50
340019738,MIRINDA TROPICAL PET 2L (64X6),958,1943-08,10.2024,32,624.0,5
340019738,MIRINDA TROPICAL PET 2L (64X6),958,2023-08,1.2024,224,128.0,175
340019738,MIRINDA TROPICAL PET 2L (64X6),958,2023-10,1.2024,142,128.0,110
340019738,MIRINDA TROPICAL PET 2L (64X6),958,2024-01,13.2024,320,32.0,1000
340019738,MIRINDA TROPICAL PET 2L (64X6),958,2024-03,17.2024,176,1120.0,15
340019741,MIRINDA ANANAS PET 2L (64X6),456,1942-10,1.2024,9,528.0,1
340019741,MIRINDA ANANAS PET 2L (64X6),456,1943-02,1.2024,31,528.0,5
340019741,MIRINDA ANANAS PET 2L (64X6),456,1943-08,10.2024,32,1856.0,1
340019741,MIRINDA ANANAS PET 2L (64X6),456,2023-08,2.2024,96,400.0,24
340019741,MIRINDA ANANAS PET 2L (64X6),456,2023-10,12.2024,16,960.0,1
340019741,MIRINDA ANANAS PET 2L (64X6),456,2024-01,9.2024,128,2704.0,4
340019741,MIRINDA ANANAS PET 2L (64X6),456,2024-03,17.2024,144,1120.0,12
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,1942-07,1.2024,35,396.0,8
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,1943-07,9.2024,114,514.0,22
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-05,13.2024,98,168.0,58
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-07,2.2024,213,396.0,53
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-08,4.2024,54,628.0,8
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-09,1.2024,99,396.0,25
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-09,5.2024,195,233.0,83
340019752,MIRINDA FRAISE CAN 330ML (99X24),1488,2023-11,10.2024,680,217.0,313
340019770,QUAKER OATS 800G (48X14),209,1943-06,10.2024,1,13061.0,0
340019770,QUAKER OATS 800G (48X14),209,2023-06,6.2024,41,7036.0,0
340019770,QUAKER OATS 800G (48X14),209,2023-09,1.2024,82,11680.0,0
340019770,QUAKER OATS 800G (48X14),209,2023-09,8.2024,48,9715.0,0
340019770,QUAKER OATS 800G (48X14),209,2024-04,17.2024,37,13622.0,0
340019775,PEPSI REG CAN 330ML (99X24),90,1942-12,1.2024,81,0.0,0
340019775,PEPSI REG CAN 330ML (99X24),90,2023-08,7.2024,9,0.0,0
340019792,PEPSI REG PET 1L (125X6),109,1943-03,1.2024,109,0.0,0
340019805,PEPSI REG VC 330ML (60X24),40,2023-05,17.2024,40,0.0,0
340019812,LIPT ZERO PECHE CAN 330MLX6 (99X4),782,1942-06,1.2024,45,20556.0,0
340019812,LIPT ZERO PECHE CAN 330MLX6 (99X4),782,1942-07,1.2024,43,20556.0,0
340019812,LIPT ZERO PECHE CAN 330MLX6 (99X4),782,2023-06,10.2024,4,18900.0,0
340019812,LIPT ZERO PECHE CAN 330MLX6 (99X4),782,2023-06,3.2024,195,21580.0,0
340019812,LIPT ZERO PECHE CAN 330MLX6 (99X4),782,2023-12,11.2024,495,21987.0,2
340019854,7UP ZERO CAN 330MLX6 (99X4),7425,2023-06,6.2024,99,1620.0,6
340019854,7UP ZERO CAN 330MLX6 (99X4),7425,2023-09,3.2024,396,2628.0,15
340019854,7UP ZERO CAN 330MLX6 (99X4),7425,2023-10,1.2024,2970,3960.0,75
340019854,7UP ZERO CAN 330MLX6 (99X4),7425,2023-11,7.2024,693,3501.0,19
340019854,7UP ZERO CAN 330MLX6 (99X4),7425,2024-02,11.2024,3267,2223.0,146
340019860,7UP ZERO PET 1.5L (84X6),2991,2023-09,4.2024,42,25436.0,0
340019860,7UP ZERO PET 1.5L (84X6),2991,2023-10,15.2024,9,32347.0,0
340019860,7UP ZERO PET 1.5L (84X6),2991,2023-10,6.2024,2940,25835.0,11
340019868,7UP CHERRY PET 1.5L (84X6),295,2023-11,5.2024,253,6909.0,3
340019868,7UP CHERRY PET 1.5L (84X6),295,2024-01,15.2024,42,42.0,100
340019873,7UP MOJITO PET 1.5L (84X6),388,1943-03,1.2024,55,22486.0,0
340019873,7UP MOJITO PET 1.5L (84X6),388,2023-11,4.2024,81,32332.0,0
340019873,7UP MOJITO PET 1.5L (84X6),388,2024-02,14.2024,126,48.0,262
340019873,7UP MOJITO PET 1.5L (84X6),388,2024-03,17.2024,126,0.0,0
340019897,KNORR 7 LEGUMES BAG 450G (X7),28,2023-09,14.2024,28,0.0,0
340019900,KNORR TOMATE BASILIC BAG 450G (X7),15,2023-04,7.2024,15,0.0,0
340019924,PEPSI ZERO CAN 150ML (180X24),781,1942-12,1.2024,189,180.0,105
340019924,PEPSI ZERO CAN 150ML (180X24),781,1943-10,9.2024,296,0.0,0
340019924,PEPSI ZERO CAN 150ML (180X24),781,2023-10,2.2024,296,0.0,0
340019941,PEPSI ZERO VC 330ML (60X24),64,2023-05,12.2024,60,8951.0,0
340019941,PEPSI ZERO VC 330ML (60X24),64,2023-10,16.2024,4,10947.0,0
340019959,PEPSI ZERO CHERRY PET 1.5L (84X6),122,1943-09,10.2024,19,1176.0,1
340019959,PEPSI ZERO CHERRY PET 1.5L (84X6),122,2023-09,4.2024,103,10164.0,1
340020303,7UP ZERO PET 1.5LX4 FF (2X45),238,2023-09,1.2024,18,7200.0,0
340020303,7UP ZERO PET 1.5LX4 FF (2X45),238,2023-11,1.2024,142,7200.0,1
340020303,7UP ZERO PET 1.5LX4 FF (2X45),238,2024-01,13.2024,60,4860.0,1
340020303,7UP ZERO PET 1.5LX4 FF (2X45),238,2024-03,13.2024,18,4860.0,0
340021224,KAS CITRON PET 1L (125X6),797,2023-11,2.2024,297,475.0,62
340021224,KAS CITRON PET 1L (125X6),797,2023-12,10.2024,500,2700.0,18
340021735,LAYS CHIPS BOLOGNAISE 130G (16X20),743,2023-09,4.2024,176,2472.0,7
340021735,LAYS CHIPS BOLOGNAISE 130G (16X20),743,2023-10,6.2024,336,3049.0,11
340021735,LAYS CHIPS BOLOGNAISE 130G (16X20),743,2024-03,17.2024,231,128.0,180
340021739,LAYS CHIPS SPICY 130G (16X20),24,2023-04,3.2024,8,11943.0,0
340021739,LAYS CHIPS SPICY 130G (16X20),24,2023-09,4.2024,15,11818.0,0
340021739,LAYS CHIPS SPICY 130G (16X20),24,2024-01,17.2024,1,21232.0,0
340021792,LAYS CHIPS PAPRIKA 130G (16X20),156,2023-09,3.2024,16,7266.0,0
340021792,LAYS CHIPS PAPRIKA 130G (16X20),156,2023-10,4.2024,32,7184.0,0
340021792,LAYS CHIPS PAPRIKA 130G (16X20),156,2023-10,7.2024,12,4978.0,0
340021792,LAYS CHIPS PAPRIKA 130G (16X20),156,2024-01,17.2024,1,0.0,0
340021792,LAYS CHIPS PAPRIKA 130G (16X20),156,2024-04,17.2024,95,0.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2022-12,1.2024,1,28999.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2023-10,10.2024,168,29967.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2023-11,7.2024,84,26420.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2023-12,11.2024,10752,33391.0,32
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2024-03,10.2024,42,29967.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2024-06,16.2024,30,50511.0,0
340021847,LIPTONIC ORIG PET 1.5L (84X6),50389,2024-07,14.2024,39312,44732.0,87
340022070,B&N CAC GR SALÉES 410G+10% (32X24),487,2023-09,5.2024,58,0.0,0
340022070,B&N CAC GR SALÉES 410G+10% (32X24),487,2024-02,9.2024,415,2272.0,18
340022070,B&N CAC GR SALÉES 410G+10% (32X24),487,2024-05,14.2024,14,400.0,3
340022214,DORITOS NACHO CHEESE 230GR (12x18),24,1943-04,1.2024,4,0.0,0
340022214,DORITOS NACHO CHEESE 230GR (12x18),24,2023-11,3.2024,20,4.0,500
340022327,LAYS CHIPS SEL&VINAIGRE 130G (16X20),64,2023-11,2.2024,48,11660.0,0
340022327,LAYS CHIPS SEL&VINAIGRE 130G (16X20),64,2024-03,16.2024,16,1685.0,0
340022332,7UP MOJITO CAN 330MLX6 (99X4),1248,1942-07,1.2024,68,99.0,68
340022332,7UP MOJITO CAN 330MLX6 (99X4),1248,1943-07,6.2024,1,167.0,0
340022332,7UP MOJITO CAN 330MLX6 (99X4),1248,2023-06,2.2024,189,99.0,190
340022332,7UP MOJITO CAN 330MLX6 (99X4),1248,2023-12,2.2024,990,99.0,1000
340022339,DORITOS NATURE 230G (12X18),113,1943-10,10.2024,4,0.0,0
340022339,DORITOS NATURE 230G (12X18),113,2023-04,2.2024,11,0.0,0
340022339,DORITOS NATURE 230G (12X18),113,2023-09,2.2024,24,0.0,0
340022339,DORITOS NATURE 230G (12X18),113,2023-10,2.2024,4,0.0,0
340022339,DORITOS NATURE 230G (12X18),113,2023-10,3.2024,58,24.0,241
340022339,DORITOS NATURE 230G (12X18),113,2023-11,9.2024,12,0.0,0
340022396,DORITOS NACHO CHEESE 44G (40X20),67,1943-08,9.2024,6,0.0,0
340022396,DORITOS NACHO CHEESE 44G (40X20),67,1943-10,10.2024,2,0.0,0
340022396,DORITOS NACHO CHEESE 44G (40X20),67,2023-08,1.2024,17,0.0,0
340022396,DORITOS NACHO CHEESE 44G (40X20),67,2023-10,4.2024,2,0.0,0
340022396,DORITOS NACHO CHEESE 44G (40X20),67,2023-11,7.2024,40,0.0,0
340022399,DORITOS SWEET CHILI 44G (40X20),48,2023-09,7.2024,40,0.0,0
340022399,DORITOS SWEET CHILI 44G (40X20),48,2023-11,14.2024,8,4.0,200
340022530,7UP MOJITO PET 1.5LX4 FF (2X45),148,2023-09,1.2024,10,1350.0,0
340022530,7UP MOJITO PET 1.5LX4 FF (2X45),148,2024-01,15.2024,138,0.0,0
340022742,TPP CLEMENTINE PET 1L (130X6),130,2023-10,3.2024,130,0.0,0
340023625,7UP MOJITO PET 1.5L (2X180),6,2023-04,1.2024,6,0.0,0
340024027,LAYS NATURE 150G (16X20),3,1942-10,1.2024,1,0.0,0
340024027,LAYS NATURE 150G (16X20),3,1942-12,1.2024,2,0.0,0
340025234,Quaker Oats 500g TIN (48x24),2,1943-03,1.2024,2,0.0,0
340025371,B&N AMANDES SEL 100G (75X24),1,1942-07,1.2024,1,0.0,0
340025397,DORITOS SWEET CHILI 170G (32X9),1,1942-08,1.2024,1,0.0,0
340025400,DORITOS NATURE 170G (32X9),5980,1942-11,1.2024,2,0.0,0
340025400,DORITOS NATURE 170G (32X9),5980,1943-06,1.2024,2,0.0,0
340025400,DORITOS NATURE 170G (32X9),5980,2023-10,5.2024,976,2.0,48800
